Time,Country,Weights,Event,Actual,Forecast,Previous,Actual_numeric,Forecast_numeric,Previous_numeric
2015-02-26 15:30:00,USD,3,Wskaźnik CPI (m/m)  ,"-0,7%","-0,6%","-0,4%",-0.7%,-0.6%,-0.4%
2015-02-26 15:30:00,USD,3,Wskaźnik CPI (r/r)  ,"-0,1%","-0,1%","0,8%",-0.1%,-0.1%,0.8%
2015-02-26 15:30:00,USD,3,Zadeklarowani wstępni bezrobotni,313K,290K,282K,313000.0,290000.0,282000.0
2015-02-27 15:30:00,USD,3,PKB (k/k)  (Q4),"2,2%","2,1%","2,6%",2.2%,2.1%,2.6%
2015-03-02 15:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (Core PCE) (r/r)  ,"1,3%","1,2%","1,3%",1.3%,1.2%,1.3%
2015-03-02 15:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (PCE) (m/m)  ,"0,1%","0,1%","0,0%",0.1%,0.1%,0.0%
2015-03-02 16:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"55,1","54,3","54,3",55.1,54.3,54.3
2015-03-02 17:00:00,USD,3,Wskaźnik ISM dla przemysłu  ,"52,9","53,0","53,5",52.9,53.0,53.5
2015-03-04 15:15:00,USD,3,Zmiana pozarolniczego zatrudnienia ADP  ,212K,220K,250K,212000.0,220000.0,250000.0
2015-03-04 16:45:00,USD,3,Wskaźnik PMI dla usług  ,"57,1","57,0","57,0",57.1,57.0,57.0
2015-03-04 17:00:00,USD,3,Wskaźnik ISM dla usług  ,"56,9","56,5","56,7",56.9,56.5,56.7
2015-03-04 17:30:00,USD,3,Zapasy ropy naftowej,"10,303M","4,157M","8,427M",10303000.0,4157000.0,8427000.0
2015-03-05 15:30:00,USD,3,Zadeklarowani wstępni bezrobotni,320K,295K,313K,320000.0,295000.0,313000.0
2015-03-06 15:30:00,USD,3,Przeciętne godzinowe wynagrodzenie (m/m)  ,"0,1%","0,2%","0,5%",0.1%,0.2%,0.5%
2015-03-06 15:30:00,USD,3,Zmiana zatrudnienia w sektorach pozarolniczych  ,295K,240K,239K,295000.0,240000.0,239000.0
2015-03-06 15:30:00,USD,3,Stopa bezrobocia  ,"5,5%","5,6%","5,7%",5.5%,5.6%,5.7%
2015-03-10 16:00:00,USD,3,Badanie ofert pracy i rotacji pracowników (JOLTS) - USA  ,"4,998M","5,053M","4,877M",4998000.0,5053000.0,4877000.0
2015-03-11 16:30:00,USD,3,Zapasy ropy naftowej,"4,512M","4,436M","10,303M",4512000.0,4436000.0,10303000.0
2015-03-12 14:30:00,USD,3,Bazowa sprzedaż detaliczna (m/m)  ,"-0,1%","0,5%","-1,1%",-0.1%,0.5%,-1.1%
2015-03-12 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,289K,305K,325K,289000.0,305000.0,325000.0
2015-03-12 14:30:00,USD,3,Sprzedaż detaliczna (m/m)  ,"-0,6%","0,3%","-0,8%",-0.6%,0.3%,-0.8%
2015-03-13 14:30:00,USD,3,Wskaźnik PPI (m/m)  ,"-0,5%","0,3%","-0,8%",-0.5%,0.3%,-0.8%
2015-03-18 16:30:00,USD,3,Zapasy ropy naftowej,"9,622M","3,750M","4,512M",9622000.0,3750000.0,4512000.0
2015-03-18 20:00:00,USD,3,Decyzja w sprawie stóp procentowych,"0,25%","0,25%","0,25%",0.25%,0.25%,0.25%
2015-03-19 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,291K,292K,290K,291000.0,292000.0,290000.0
2015-03-19 16:00:00,USD,3,Wskaźnik przemysłowy wg Fed z Filadelfii  ,"5,0","7,1","5,2",5.0,7.1,5.2
2015-03-23 16:00:00,USD,3,Sprzedaż domów na rynku wtórnym  ,"4,88M","4,90M","4,82M",4880000.0,4900000.0,4820000.0
2015-03-24 14:30:00,USD,3,Bazowy wskaźnik CPI (m/m)  ,"0,2%","0,1%","0,2%",0.2%,0.1%,0.2%
2015-03-24 14:30:00,USD,3,Wskaźnik CPI (r/r)  ,"0,0%","-0,1%","-0,1%",0.0%,-0.1%,-0.1%
2015-03-24 14:30:00,USD,3,Wskaźnik CPI (m/m)  ,"0,2%","0,2%","-0,7%",0.2%,0.2%,-0.7%
2015-03-24 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"55,3","54,7","55,1",55.3,54.7,55.1
2015-03-24 16:00:00,USD,3,Sprzedaż nowych nieruchomości  ,539K,465K,500K,539000.0,465000.0,500000.0
2015-03-25 16:30:00,USD,3,Zapasy ropy naftowej,"8,170M","5,133M","9,622M",8170000.0,5133000.0,9622000.0
2015-03-26 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,282K,290K,291K,282000.0,290000.0,291000.0
2015-03-26 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"58,6","57,2","57,1",58.6,57.2,57.1
2015-03-27 14:30:00,USD,3,PKB (k/k)  (Q4),"2,2%","2,4%","2,2%",2.2%,2.4%,2.2%
2015-03-30 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (PCE) (m/m)  ,"0,1%","0,1%","0,1%",0.1%,0.1%,0.1%
2015-03-30 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (Core PCE) (r/r)  ,"1,4%","1,3%","1,3%",1.4%,1.3%,1.3%
2015-03-31 16:00:00,USD,3,Wskaźnik zaufania konsumentów wg Conference Board  ,"101,3","96,0","98,8",101.3,96.0,98.8
2015-04-01 14:15:00,USD,3,Zmiana pozarolniczego zatrudnienia ADP  ,189K,225K,214K,189000.0,225000.0,214000.0
2015-04-01 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"55,7","55,3","55,3",55.7,55.3,55.3
2015-04-01 16:00:00,USD,3,Wskaźnik ISM dla przemysłu  ,"51,5","52,5","52,9",51.5,52.5,52.9
2015-04-01 16:30:00,USD,3,Zapasy ropy naftowej,"4,766M","4,193M","8,170M",4766000.0,4192999.9999999995,8170000.0
2015-04-02 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,268K,285K,288K,268000.0,285000.0,288000.0
2015-04-03 14:30:00,USD,3,Przeciętne godzinowe wynagrodzenie (m/m)  ,"0,3%","0,2%","0,1%",0.3%,0.2%,0.1%
2015-04-03 14:30:00,USD,3,Zmiana zatrudnienia w sektorach pozarolniczych  ,126K,245K,264K,126000.0,245000.0,264000.0
2015-04-03 14:30:00,USD,3,Stopa bezrobocia  ,"5,5%","5,5%","5,5%",5.5%,5.5%,5.5%
2015-04-06 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"59,2","58,6","58,6",59.2,58.6,58.6
2015-04-06 16:00:00,USD,3,Wskaźnik ISM dla usług  ,"56,5","56,5","56,9",56.5,56.5,56.9
2015-04-07 16:00:00,USD,3,Badanie ofert pracy i rotacji pracowników (JOLTS) - USA  ,"5,133M","5,010M","4,965M",5133000.0,5010000.0,4965000.0
2015-04-08 16:30:00,USD,3,Zapasy ropy naftowej,"10,949M","3,429M","4,766M",10949000.0,3429000.0,4766000.0
2015-04-09 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,281K,285K,267K,281000.0,285000.0,267000.0
2015-04-14 14:30:00,USD,3,Bazowa sprzedaż detaliczna (m/m)  ,"0,4%","0,6%","-0,1%",0.4%,0.6%,-0.1%
2015-04-14 14:30:00,USD,3,Wskaźnik PPI (m/m)  ,"0,2%","0,2%","-0,5%",0.2%,0.2%,-0.5%
2015-04-14 14:30:00,USD,3,Sprzedaż detaliczna (m/m)  ,"0,9%","1,0%","-0,5%",0.9%,1.0%,-0.5%
2015-04-15 16:30:00,USD,3,Zapasy ropy naftowej,"1,294M","4,057M","10,949M",1294000.0,4057000.0000000005,10949000.0
2015-04-16 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,294K,280K,282K,294000.0,280000.0,282000.0
2015-04-16 16:00:00,USD,3,Wskaźnik przemysłowy wg Fed z Filadelfii  ,"7,5","6,0","5,0",7.5,6.0,5.0
2015-04-17 14:30:00,USD,3,Bazowy wskaźnik CPI (m/m)  ,"0,2%","0,2%","0,2%",0.2%,0.2%,0.2%
2015-04-17 14:30:00,USD,3,Wskaźnik CPI (r/r)  ,"-0,1%","0,1%","0,0%",-0.1%,0.1%,0.0%
2015-04-17 14:30:00,USD,3,Wskaźnik CPI (m/m)  ,"0,2%","0,3%","0,2%",0.2%,0.3%,0.2%
2015-04-22 16:00:00,USD,3,Sprzedaż domów na rynku wtórnym  ,"5,19M","5,03M","4,89M",5190000.0,5030000.0,4890000.0
2015-04-22 16:30:00,USD,3,Zapasy ropy naftowej,"5,315M","2,888M","1,294M",5315000.0,2888000.0,1294000.0
2015-04-23 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,295K,290K,294K,295000.0,290000.0,294000.0
2015-04-23 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"54,2","55,5","55,7",54.2,55.5,55.7
2015-04-23 16:00:00,USD,3,Sprzedaż nowych nieruchomości  ,481K,513K,543K,481000.0,513000.0,543000.0
2015-04-27 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"57,8","59,5","59,2",57.8,59.5,59.2
2015-04-28 16:00:00,USD,3,Wskaźnik zaufania konsumentów wg Conference Board  ,"95,2","102,5","101,4",95.2,102.5,101.4
2015-04-29 14:30:00,USD,3,PKB (k/k)  (Q1),"0,2%","1,0%","2,2%",0.2%,1.0%,2.2%
2015-04-29 16:30:00,USD,3,Zapasy ropy naftowej,"1,910M","2,300M","5,315M",1910000.0,2300000.0,5315000.0
2015-04-29 20:00:00,USD,3,Decyzja w sprawie stóp procentowych,"0,25%","0,25%","0,25%",0.25%,0.25%,0.25%
2015-04-30 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (PCE) (m/m)  ,"0,1%","0,2%","0,1%",0.1%,0.2%,0.1%
2015-04-30 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (Core PCE) (r/r)  ,"1,3%","1,4%","1,3%",1.3%,1.4%,1.3%
2015-04-30 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,262K,290K,296K,262000.0,290000.0,296000.0
2015-05-01 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"54,1","54,2","54,2",54.1,54.2,54.2
2015-05-01 16:00:00,USD,3,Wskaźnik ISM dla przemysłu  ,"51,5","52,0","51,5",51.5,52.0,51.5
2015-05-05 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"57,4","57,8","57,8",57.4,57.8,57.8
2015-05-05 16:00:00,USD,3,Wskaźnik ISM dla usług  ,"57,8","56,2","56,5",57.8,56.2,56.5
2015-05-06 14:15:00,USD,3,Zmiana pozarolniczego zatrudnienia ADP  ,169K,200K,175K,169000.0,200000.0,175000.0
2015-05-06 16:30:00,USD,3,Zapasy ropy naftowej,"-3,882M","1,500M","1,910M",-3882000.0,1500000.0,1910000.0
2015-05-07 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,265K,280K,262K,265000.0,280000.0,262000.0
2015-05-08 14:30:00,USD,3,Przeciętne godzinowe wynagrodzenie (m/m)  ,"0,1%","0,2%","0,2%",0.1%,0.2%,0.2%
2015-05-08 14:30:00,USD,3,Zmiana zatrudnienia w sektorach pozarolniczych  ,223K,224K,85K,223000.0,224000.0,85000.0
2015-05-08 14:30:00,USD,3,Stopa bezrobocia  ,"5,4%","5,4%","5,5%",5.4%,5.4%,5.5%
2015-05-12 16:00:00,USD,3,Badanie ofert pracy i rotacji pracowników (JOLTS) - USA  ,"4,994M","5,085M","5,144M",4994000.0,5085000.0,5144000.0
2015-05-13 14:30:00,USD,3,Bazowa sprzedaż detaliczna (m/m)  ,"0,1%","0,5%","0,7%",0.1%,0.5%,0.7%
2015-05-13 14:30:00,USD,3,Sprzedaż detaliczna (m/m)  ,"0,0%","0,2%","1,1%",0.0%,0.2%,1.1%
2015-05-13 16:30:00,USD,3,Zapasy ropy naftowej,"-2,191M","0,386M","-3,882M",-2191000.0,386000.0,-3882000.0
2015-05-14 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,264K,275K,265K,264000.0,275000.0,265000.0
2015-05-14 14:30:00,USD,3,Wskaźnik PPI (m/m)  ,"-0,4%","0,2%","0,2%",-0.4%,0.2%,0.2%
2015-05-20 16:30:00,USD,3,Zapasy ropy naftowej,"-2,674M","-1,029M","-2,191M",-2674000.0,-1028999.9999999999,-2191000.0
2015-05-21 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,274K,271K,264K,274000.0,271000.0,264000.0
2015-05-21 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"53,8","54,5","54,1",53.8,54.5,54.1
2015-05-21 16:00:00,USD,3,Sprzedaż domów na rynku wtórnym  ,"5,04M","5,24M","5,21M",5040000.0,5240000.0,5210000.0
2015-05-21 16:00:00,USD,3,Wskaźnik przemysłowy wg Fed z Filadelfii  ,"6,7","8,0","7,5",6.7,8.0,7.5
2015-05-22 14:30:00,USD,3,Bazowy wskaźnik CPI (m/m)  ,"0,3%","0,2%","0,2%",0.3%,0.2%,0.2%
2015-05-22 14:30:00,USD,3,Wskaźnik CPI (m/m)  ,"0,1%","0,1%","0,2%",0.1%,0.1%,0.2%
2015-05-22 14:30:00,USD,3,Wskaźnik CPI (r/r)  ,"-0,2%","-0,1%","-0,1%",-0.2%,-0.1%,-0.1%
2015-05-26 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"56,4","56,8","57,4",56.4,56.8,57.4
2015-05-26 16:00:00,USD,3,Wskaźnik zaufania konsumentów wg Conference Board  ,"95,4","94,9","94,3",95.4,94.9,94.3
2015-05-26 16:00:00,USD,3,Sprzedaż nowych nieruchomości  ,517K,510K,484K,517000.0,510000.0,484000.0
2015-05-28 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,282K,270K,275K,282000.0,270000.0,275000.0
2015-05-28 17:00:00,USD,3,Zapasy ropy naftowej,"-2,802M","-0,857M","-2,674M",-2802000.0,-857000.0,-2674000.0
2015-05-29 14:30:00,USD,3,PKB (k/k)  (Q1),"-0,7%","-0,8%","0,2%",-0.7%,-0.8%,0.2%
2015-06-01 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (Core PCE) (r/r)  ,"1,2%","1,3%","1,3%",1.2%,1.3%,1.3%
2015-06-01 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (PCE) (m/m)  ,"0,1%","0,2%","0,1%",0.1%,0.2%,0.1%
2015-06-01 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"54,0","54,2","53,8",54.0,54.2,53.8
2015-06-01 16:00:00,USD,3,Wskaźnik ISM dla przemysłu  ,"52,8","52,0","51,5",52.8,52.0,51.5
2015-06-03 14:15:00,USD,3,Zmiana pozarolniczego zatrudnienia ADP  ,201K,200K,165K,201000.0,200000.0,165000.0
2015-06-03 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"56,2","56,5","56,4",56.2,56.5,56.4
2015-06-03 16:00:00,USD,3,Wskaźnik ISM dla usług  ,"55,7","57,0","57,8",55.7,57.0,57.8
2015-06-03 16:30:00,USD,3,Zapasy ropy naftowej,"-1,948M","-1,700M","-2,802M",-1948000.0,-1700000.0,-2802000.0
2015-06-04 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,276K,279K,284K,276000.0,279000.0,284000.0
2015-06-05 14:30:00,USD,3,Przeciętne godzinowe wynagrodzenie (m/m)  ,"0,3%","0,2%","0,1%",0.3%,0.2%,0.1%
2015-06-05 14:30:00,USD,3,Zmiana zatrudnienia w sektorach pozarolniczych  ,280K,225K,221K,280000.0,225000.0,221000.0
2015-06-05 14:30:00,USD,3,Stopa bezrobocia  ,"5,5%","5,4%","5,4%",5.5%,5.4%,5.4%
2015-06-09 16:00:00,USD,3,Badanie ofert pracy i rotacji pracowników (JOLTS) - USA  ,"5,376M","5,030M","5,109M",5376000.0,5030000.0,5109000.0
2015-06-10 16:30:00,USD,3,Zapasy ropy naftowej,"-6,812M","-1,720M","-1,948M",-6812000.0,-1720000.0,-1948000.0
2015-06-11 14:30:00,USD,3,Bazowa sprzedaż detaliczna (m/m)  ,"1,0%","0,7%","0,1%",1.0%,0.7%,0.1%
2015-06-11 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,279K,277K,277K,279000.0,277000.0,277000.0
2015-06-11 14:30:00,USD,3,Sprzedaż detaliczna (m/m)  ,"1,2%","1,1%","0,2%",1.2%,1.1%,0.2%
2015-06-12 14:30:00,USD,3,Wskaźnik PPI (m/m)  ,"0,5%","0,4%","-0,4%",0.5%,0.4%,-0.4%
2015-06-17 16:30:00,USD,3,Zapasy ropy naftowej,"-2,676M","-1,657M","-6,812M",-2676000.0,-1657000.0,-6812000.0
2015-06-17 20:00:00,USD,3,Decyzja w sprawie stóp procentowych,"0,25%","0,25%","0,25%",0.25%,0.25%,0.25%
2015-06-18 14:30:00,USD,3,Bazowy wskaźnik CPI (m/m)  ,"0,1%","0,2%","0,3%",0.1%,0.2%,0.3%
2015-06-18 14:30:00,USD,3,Wskaźnik CPI (m/m)  ,"0,4%","0,5%","0,1%",0.4%,0.5%,0.1%
2015-06-18 14:30:00,USD,3,Wskaźnik CPI (r/r)  ,"0,0%","0,0%","-0,2%",0.0%,0.0%,-0.2%
2015-06-18 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,267K,275K,279K,267000.0,275000.0,279000.0
2015-06-18 16:00:00,USD,3,Wskaźnik przemysłowy wg Fed z Filadelfii  ,"15,2","8,0","6,7",15.2,8.0,6.7
2015-06-22 16:00:00,USD,3,Sprzedaż domów na rynku wtórnym  ,"5,35M","5,26M","5,09M",5350000.0,5260000.0,5090000.0
2015-06-23 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"53,4","54,2","54,0",53.4,54.2,54.0
2015-06-23 16:00:00,USD,3,Sprzedaż nowych nieruchomości  ,546K,525K,534K,546000.0,525000.0,534000.0
2015-06-24 14:30:00,USD,3,PKB (k/k)  (Q1),"-0,2%","-0,2%","-0,7%",-0.2%,-0.2%,-0.7%
2015-06-24 16:30:00,USD,3,Zapasy ropy naftowej,"-4,934M","-2,100M","-2,676M",-4934000.0,-2100000.0,-2676000.0
2015-06-25 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (PCE) (m/m)  ,"0,1%","0,1%","0,1%",0.1%,0.1%,0.1%
2015-06-25 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (Core PCE) (r/r)  ,"1,2%","1,2%","1,3%",1.2%,1.2%,1.3%
2015-06-25 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,271K,272K,268K,271000.0,272000.0,268000.0
2015-06-25 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"54,8","56,7","56,2",54.8,56.7,56.2
2015-06-30 16:00:00,USD,3,Wskaźnik zaufania konsumentów wg Conference Board  ,"101,4","97,3","94,6",101.4,97.3,94.6
2015-07-01 14:15:00,USD,3,Zmiana pozarolniczego zatrudnienia ADP  ,237K,218K,203K,237000.0,218000.0,203000.0
2015-07-01 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"53,6","53,4","53,4",53.6,53.4,53.4
2015-07-01 16:00:00,USD,3,Wskaźnik ISM dla przemysłu  ,"53,5","53,1","52,8",53.5,53.1,52.8
2015-07-01 16:30:00,USD,3,Zapasy ropy naftowej,"2,386M","-2,000M","-4,934M",2386000.0,-2000000.0,-4934000.0
2015-07-02 14:30:00,USD,3,Przeciętne godzinowe wynagrodzenie (m/m)  ,"0,0%","0,2%","0,2%",0.0%,0.2%,0.2%
2015-07-02 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,281K,270K,271K,281000.0,270000.0,271000.0
